==================================================================
 n = 26
 t = 18
 s = 7
==================================================================
offset           #collisions     log2(#collisions)
(   0,                  531,         9.0525680508)
(   1,                  533,         9.0579917228)
(   2,                  502,         8.9715435540)
(   3,                  542,         9.0821490414)
(   4,                  506,         8.9829935747)
(   5,                  492,         8.9425145053)
(   6,                  493,         8.9454438364)
(   7,                  490,         8.9366379390)
(   8,                  492,         8.9425145053)
(   9,                  488,         8.9307373376)
(  10,                  479,         8.9038818457)
(  11,                  502,         8.9715435540)
(  12,                  485,         8.9218409371)
(  13,                  492,         8.9425145053)
(  14,                  482,         8.9128893362)
(  15,                  475,         8.8917837032)
(  16,                  496,         8.9541963104)
(  17,                  460,         8.8454900509)
(  18,                  499,         8.9628960053)
(  19,                  515,         9.0084286221)
(  20,                  494,         8.9483672316)
(  21,                  471,         8.8795832496)
(  22,                  457,         8.8360503551)
(  23,                  523,         9.0306671362)
(  24,                  479,         8.9038818457)
(  25,                  465,         8.8610869060)
(  26,                  496,         8.9541963104)
(  27,                  458,         8.8392037881)
(  28,                  472,         8.8826430494)
(  29,                  460,         8.8454900509)
(  30,                  421,         8.7176764231)
(  31,                  461,         8.8486229404)
(  32,                  489,         8.9336906550)
(  33,                  480,         8.9068905956)
(  34,                  420,         8.7142455177)
(  35,                  464,         8.8579809951)
(  36,                  411,         8.6829945837)
(  37,                  432,         8.7548875022)
(  38,                  441,         8.7846348456)
(  39,                  431,         8.7515440591)
(  40,                  435,         8.7648715907)
(  41,                  429,         8.7448338375)
(  42,                  457,         8.8360503551)
(  43,                  498,         8.9600019321)
(  44,                  397,         8.6329951971)
(  45,                  389,         8.6036263450)
(  46,                  412,         8.6865005272)
(  47,                  432,         8.7548875022)
(  48,                  416,         8.7004397181)
(  49,                  435,         8.7648715907)
(  50,                  387,         8.5961897561)
(  51,                  414,         8.6934869575)
(  52,                  412,         8.6865005272)
(  53,                  428,         8.7414669864)
(  54,                  436,         8.7681843248)
(  55,                  417,         8.7039035734)
(  56,                  394,         8.6220518195)
(  57,                  436,         8.7681843248)
(  58,                  387,         8.5961897561)
(  59,                  450,         8.8137811912)
(  60,                  420,         8.7142455177)
(  61,                  390,         8.6073303137)
(  62,                  388,         8.5999128422)
(  63,                  368,         8.5235619561)
(  64,                  381,         8.5736471875)
(  65,                  377,         8.5584207133)
(  66,                  401,         8.6474584265)
(  67,                  391,         8.6110247973)
(  68,                  418,         8.7073591321)
(  69,                  408,         8.6724253420)
(  70,                  362,         8.4998458871)
(  71,                  412,         8.6865005272)
(  72,                  395,         8.6257088431)
(  73,                  435,         8.7648715907)
(  74,                  413,         8.6899979714)
(  75,                  362,         8.4998458871)
(  76,                  375,         8.5507467854)
(  77,                  405,         8.6617780978)
(  78,                  364,         8.5077946402)
(  79,                  375,         8.5507467854)
(  80,                  403,         8.6546360285)
(  81,                  372,         8.5391588111)
(  82,                  374,         8.5468944599)
(  83,                  363,         8.5038257380)
(  84,                  370,         8.5313814605)
(  85,                  343,         8.4220647662)
(  86,                  364,         8.5077946402)
(  87,                  340,         8.4093909361)
(  88,                  398,         8.6366246205)
(  89,                  350,         8.4512111118)
(  90,                  388,         8.5999128422)
(  91,                  385,         8.5887146356)
(  92,                  389,         8.6036263450)
(  93,                  352,         8.4594316186)
(  94,                  376,         8.5545888517)
(  95,                  402,         8.6510516912)
(  96,                  361,         8.4958550269)
(  97,                  347,         8.4387918526)
(  98,                  378,         8.5622424242)
(  99,                  354,         8.4676055501)
( 100,                  377,         8.5584207133)
( 101,                  361,         8.4958550269)
( 102,                  347,         8.4387918526)
( 103,                  375,         8.5507467854)
( 104,                  361,         8.4958550269)
( 105,                  372,         8.5391588111)
( 106,                  368,         8.5235619561)
( 107,                  372,         8.5391588111)
( 108,                  343,         8.4220647662)
( 109,                  316,         8.3037807482)
( 110,                  347,         8.4387918526)
( 111,                  379,         8.5660540382)
( 112,                  343,         8.4220647662)
( 113,                  302,         8.2384047393)
( 114,                  389,         8.6036263450)
( 115,                  349,         8.4470832262)
( 116,                  364,         8.5077946402)
( 117,                  369,         8.5274770061)
( 118,                  340,         8.4093909361)
( 119,                  331,         8.3706874068)
( 120,                  326,         8.3487281542)
( 121,                  347,         8.4387918526)
( 122,                  301,         8.2336196768)
( 123,                  314,         8.2946207489)
( 124,                  362,         8.4998458871)
( 125,                  307,         8.2620948454)
( 126,                  340,         8.4093909361)
( 127,                  343,         8.4220647662)
==================================================================
# Function call (real) = 30171658
# Function call (if without collision) = 33554432

Takes time: 0.1396936000 mins.

