==================================================================
 n = 25
 t = 18
 s = 7
==================================================================
offset               #images         log2(#images)
(   0,               261039,        17.9939058402)
(   1,               260046,        17.9884073212)
(   2,               259051,        17.9828766272)
(   3,               258002,        17.9770227237)
(   4,               256991,        17.9713583106)
(   5,               256010,        17.9658406388)
(   6,               255073,        17.9605506692)
(   7,               254048,        17.9547415810)
(   8,               253097,        17.9493308815)
(   9,               252149,        17.9439169781)
(  10,               251227,        17.9386319971)
(  11,               250252,        17.9330220735)
(  12,               249308,        17.9275696524)
(  13,               248408,        17.9223521109)
(  14,               247471,        17.9168999467)
(  15,               246547,        17.9115031726)
(  16,               245615,        17.9060391449)
(  17,               244690,        17.9005956169)
(  18,               243791,        17.8952853416)
(  19,               242916,        17.8900979927)
(  20,               242007,        17.8846892522)
(  21,               241151,        17.8795772671)
(  22,               240297,        17.8744591116)
(  23,               239445,        17.8693347845)
(  24,               238638,        17.8644642662)
(  25,               237756,        17.8591222238)
(  26,               236913,        17.8539978394)
(  27,               236078,        17.8489040782)
(  28,               235218,        17.8436389407)
(  29,               234434,        17.8388222937)
(  30,               233602,        17.8336931004)
(  31,               232822,        17.8288678634)
(  32,               231998,        17.8237528427)
(  33,               231186,        17.8186945092)
(  34,               230380,        17.8136559518)
(  35,               229586,        17.8086751446)
(  36,               228843,        17.8039986369)
(  37,               228105,        17.7993385449)
(  38,               227316,        17.7943397086)
(  39,               226550,        17.7894699653)
(  40,               225761,        17.7844367579)
(  41,               225014,        17.7796552408)
(  42,               224239,        17.7746776902)
(  43,               223498,        17.7699023958)
(  44,               222745,        17.7650335221)
(  45,               222042,        17.7604730675)
(  46,               221343,        17.7559242232)
(  47,               220672,        17.7515440591)
(  48,               219966,        17.7469210190)
(  49,               219235,        17.7421186117)
(  50,               218519,        17.7373992005)
(  51,               217803,        17.7326643002)
(  52,               217112,        17.7280799418)
(  53,               216388,        17.7232609698)
(  54,               215704,        17.7186934044)
(  55,               215020,        17.7141113322)
(  56,               214339,        17.7095348536)
(  57,               213661,        17.7049640682)
(  58,               212998,        17.7004803584)
(  59,               212361,        17.6961593146)
(  60,               211635,        17.6912187132)
(  61,               210983,        17.6867672326)
(  62,               210327,        17.6822745374)
(  63,               209703,        17.6779879751)
(  64,               209061,        17.6735644290)
(  65,               208423,        17.6691549658)
(  66,               207780,        17.6646972678)
(  67,               207119,        17.6601003793)
(  68,               206503,        17.6558032152)
(  69,               205896,        17.6515562770)
(  70,               205263,        17.6471140701)
(  71,               204613,        17.6425382834)
(  72,               204015,        17.6383157033)
(  73,               203399,        17.6339530607)
(  74,               202787,        17.6296056434)
(  75,               202102,        17.6247240731)
(  76,               201462,        17.6201482160)
(  77,               200878,        17.6159600443)
(  78,               200239,        17.6113634657)
(  79,               199629,        17.6069617899)
(  80,               199038,        17.6026843684)
(  81,               198427,        17.5982488213)
(  82,               197856,        17.5940912903)
(  83,               197265,        17.5897754812)
(  84,               196669,        17.5854100448)
(  85,               196100,        17.5812300100)
(  86,               195517,        17.5769345283)
(  87,               194958,        17.5728038306)
(  88,               194394,        17.5686241651)
(  89,               193860,        17.5646556309)
(  90,               193293,        17.5604298665)
(  91,               192792,        17.5566856619)
(  92,               192231,        17.5524814845)
(  93,               191662,        17.5482048029)
(  94,               191108,        17.5440286469)
(  95,               190587,        17.5400901904)
(  96,               190025,        17.5358297088)
(  97,               189475,        17.5316479811)
(  98,               188958,        17.5277060744)
(  99,               188419,        17.5235849268)
( 100,               187922,        17.5197744472)
( 101,               187368,        17.5155150551)
( 102,               186838,        17.5114283815)
( 103,               186275,        17.5070745374)
( 104,               185750,        17.5030026852)
( 105,               185225,        17.4989193081)
( 106,               184723,        17.4950039830)
( 107,               184214,        17.4910231828)
( 108,               183730,        17.4872276878)
( 109,               183214,        17.4831702233)
( 110,               182718,        17.4792592388)
( 111,               182221,        17.4753297061)
( 112,               181711,        17.4712862312)
( 113,               181254,        17.4676533080)
( 114,               180748,        17.4636201581)
( 115,               180217,        17.4593755825)
( 116,               179749,        17.4556242190)
( 117,               179250,        17.4516135934)
( 118,               178761,        17.4476724948)
( 119,               178298,        17.4439309945)
( 120,               177811,        17.4399850514)
( 121,               177339,        17.4361503199)
( 122,               176874,        17.4323624658)
( 123,               176407,        17.4285482840)
( 124,               175942,        17.4247403914)
( 125,               175468,        17.4208484255)
( 126,               175033,        17.4172674219)
( 127,               174586,        17.4135783488)
==================================================================
# Function call (real) = 27412717
# Function call (if without collision) = 33554432

Takes time: 0.1250829167 mins.

