==================================================================
 n = 32
 t = 22
 s = 8
==================================================================
offset           #collisions     log2(#collisions)
(   0,                 2053,        11.0035179121)
(   1,                 2057,        11.0063260785)
(   2,                 2063,        11.0105281059)
(   3,                 2054,        11.0042204663)
(   4,                 2079,        11.0216740429)
(   5,                 2008,        10.9715435540)
(   6,                 2041,        10.9950604670)
(   7,                 2054,        11.0042204663)
(   8,                 2027,        10.9851303735)
(   9,                 2066,        11.0126245389)
(  10,                 2074,        11.0182001788)
(  11,                 2028,        10.9858419370)
(  12,                 2132,        11.0579917228)
(  13,                 2106,        11.0402897210)
(  14,                 2051,        11.0021117765)
(  15,                 1972,        10.9454438364)
(  16,                 2018,        10.9787104591)
(  17,                 2071,        11.0161118382)
(  18,                 2020,        10.9801395776)
(  19,                 2000,        10.9657842847)
(  20,                 1936,        10.9188632373)
(  21,                 2059,        11.0077281146)
(  22,                 1960,        10.9366379390)
(  23,                 2047,        10.9992953870)
(  24,                 2025,        10.9837061927)
(  25,                 1901,        10.8925428166)
(  26,                 2044,        10.9971794809)
(  27,                 1965,        10.9403135971)
(  28,                 1969,        10.9432473959)
(  29,                 2029,        10.9865531498)
(  30,                 1949,        10.9285183753)
(  31,                 2013,        10.9751314569)
(  32,                 2000,        10.9657842847)
(  33,                 1991,        10.9592775057)
(  34,                 1911,        10.9001120630)
(  35,                 2056,        11.0056245492)
(  36,                 1945,        10.9255544399)
(  37,                 2022,        10.9815672819)
(  38,                 1993,        10.9607259948)
(  39,                 1943,        10.9240701856)
(  40,                 1964,        10.9395792143)
(  41,                 1994,        10.9614496944)
(  42,                 2018,        10.9787104591)
(  43,                 1984,        10.9541963104)
(  44,                 1935,        10.9181178510)
(  45,                 2019,        10.9794251953)
(  46,                 1988,        10.9571020416)
(  47,                 1988,        10.9571020416)
(  48,                 1967,        10.9417812423)
(  49,                 1920,        10.9068905956)
(  50,                 1958,        10.9351650496)
(  51,                 1922,        10.9083926208)
(  52,                 1993,        10.9607259948)
(  53,                 1920,        10.9068905956)
(  54,                 2012,        10.9744145898)
(  55,                 2005,        10.9693865213)
(  56,                 1896,        10.8887432489)
(  57,                 1970,        10.9439799143)
(  58,                 1915,        10.9031286768)
(  59,                 1948,        10.9277779621)
(  60,                 1950,        10.9292584086)
(  61,                 1952,        10.9307373376)
(  62,                 1831,        10.8384160758)
(  63,                 1907,        10.8970891283)
(  64,                 1859,        10.8603110549)
(  65,                 1944,        10.9248125036)
(  66,                 1934,        10.9173720795)
(  67,                 1974,        10.9469062745)
(  68,                 1979,        10.9505558970)
(  69,                 1919,        10.9061389962)
(  70,                 1976,        10.9483672316)
(  71,                 1976,        10.9483672316)
(  72,                 1966,        10.9410476063)
(  73,                 1916,        10.9038818457)
(  74,                 1913,        10.9016211583)
(  75,                 1839,        10.8447057644)
(  76,                 1926,        10.9113919878)
(  77,                 1887,        10.8818787076)
(  78,                 1876,        10.8734441125)
(  79,                 1926,        10.9113919878)
(  80,                 1866,        10.8657332709)
(  81,                 1914,        10.9023751145)
(  82,                 1940,        10.9218409371)
(  83,                 1924,        10.9098930838)
(  84,                 1879,        10.8757493514)
(  85,                 1924,        10.9098930838)
(  86,                 1893,        10.8864586957)
(  87,                 1915,        10.9031286768)
(  88,                 1875,        10.8726748803)
(  89,                 1857,        10.8587580999)
(  90,                 1891,        10.8849336479)
(  91,                 1899,        10.8910241901)
(  92,                 1851,        10.8540891799)
(  93,                 1882,        10.8780509127)
(  94,                 1857,        10.8587580999)
(  95,                 1816,        10.8265484873)
(  96,                 1835,        10.8415643477)
(  97,                 1832,        10.8392037881)
(  98,                 1865,        10.8649599151)
(  99,                 1854,        10.8564255286)
( 100,                 1798,        10.8121773055)
( 101,                 1853,        10.8556471660)
( 102,                 1891,        10.8849336479)
( 103,                 1817,        10.8273427042)
( 104,                 1824,        10.8328900142)
( 105,                 1849,        10.8525295094)
( 106,                 1898,        10.8902642770)
( 107,                 1878,        10.8749813477)
( 108,                 1856,        10.8579809951)
