==================================================================
 n = 21
 t = 15
 s = 6
==================================================================
offset           #collisions     log2(#collisions)
(   0,                  251,         7.9715435540)
(   1,                  265,         8.0498485495)
(   2,                  251,         7.9715435540)
(   3,                  240,         7.9068905956)
(   4,                  240,         7.9068905956)
(   5,                  244,         7.9307373376)
(   6,                  245,         7.9366379390)
(   7,                  226,         7.8201789624)
(   8,                  217,         7.7615512324)
(   9,                  218,         7.7681843248)
(  10,                  207,         7.6934869575)
(  11,                  217,         7.7615512324)
(  12,                  231,         7.8517490414)
(  13,                  213,         7.7347096202)
(  14,                  191,         7.5774288280)
(  15,                  192,         7.5849625007)
(  16,                  187,         7.5468944599)
(  17,                  188,         7.5545888517)
(  18,                  201,         7.6510516912)
(  19,                  200,         7.6438561898)
(  20,                  201,         7.6510516912)
(  21,                  193,         7.5924570373)
(  22,                  174,         7.4429434958)
(  23,                  194,         7.5999128422)
(  24,                  174,         7.4429434958)
(  25,                  192,         7.5849625007)
(  26,                  176,         7.4594316186)
(  27,                  197,         7.6220518195)
(  28,                  171,         7.4178525149)
(  29,                  171,         7.4178525149)
(  30,                  169,         7.4008794363)
(  31,                  161,         7.3309168781)
(  32,                  173,         7.4346282276)
(  33,                  146,         7.1898245589)
(  34,                  172,         7.4262647547)
(  35,                  167,         7.3837042925)
(  36,                  160,         7.3219280949)
(  37,                  136,         7.0874628413)
(  38,                  155,         7.2761244053)
(  39,                  144,         7.1699250014)
(  40,                  140,         7.1292830169)
(  41,                  143,         7.1598713368)
(  42,                  142,         7.1497471195)
(  43,                  133,         7.0552824355)
(  44,                  129,         7.0112272554)
(  45,                  154,         7.2667865407)
(  46,                  155,         7.2761244053)
(  47,                  133,         7.0552824355)
(  48,                  137,         7.0980320830)
(  49,                  146,         7.1898245589)
(  50,                  122,         6.9307373376)
(  51,                  120,         6.9068905956)
(  52,                  137,         7.0980320830)
(  53,                  130,         7.0223678130)
(  54,                  123,         6.9425145053)
(  55,                  123,         6.9425145053)
(  56,                  116,         6.8579809951)
(  57,                  129,         7.0112272554)
(  58,                  124,         6.9541963104)
(  59,                  122,         6.9307373376)
(  60,                  119,         6.8948177633)
(  61,                  123,         6.9425145053)
(  62,                  122,         6.9307373376)
(  63,                  133,         7.0552824355)
==================================================================
# Function call (real) = 1725891
# Function call (if without collision) = 2097152

Takes time: 0.0027526500 mins.

