==================================================================
 n = 29
 t = 20
 s = 8
==================================================================
offset               #images         log2(#images)
(   0,              1047529,        19.9985587537)
(   1,              1046454,        19.9970774644)
(   2,              1045414,        19.9956429542)
(   3,              1044408,        19.9942539829)
(   4,              1043420,        19.9928885613)
(   5,              1042438,        19.9915301499)
(   6,              1041413,        19.9901108905)
(   7,              1040410,        19.9887207404)
(   8,              1039380,        19.9872917730)
(   9,              1038353,        19.9858655571)
(  10,              1037369,        19.9844977323)
(  11,              1036334,        19.9830576134)
(  12,              1035318,        19.9816425318)
(  13,              1034228,        19.9801228384)
(  14,              1033196,        19.9786825325)
(  15,              1032184,        19.9772687419)
(  16,              1031186,        19.9758731514)
(  17,              1030198,        19.9744902137)
(  18,              1029204,        19.9730975386)
(  19,              1028237,        19.9717414013)
(  20,              1027240,        19.9703418555)
(  21,              1026280,        19.9689929645)
(  22,              1025247,        19.9675400915)
(  23,              1024219,        19.9660927968)
(  24,              1023245,        19.9647201865)
(  25,              1022311,        19.9634027185)
(  26,              1021299,        19.9619738671)
(  27,              1020365,        19.9606538877)
(  28,              1019349,        19.9592166487)
(  29,              1018379,        19.9578431442)
(  30,              1017414,        19.9564754208)
(  31,              1016478,        19.9551475601)
(  32,              1015533,        19.9538056905)
(  33,              1014589,        19.9524639935)
(  34,              1013592,        19.9510456122)
(  35,              1012666,        19.9497269887)
(  36,              1011677,        19.9483173209)
(  37,              1010738,        19.9469776446)
(  38,              1009856,        19.9457181565)
(  39,              1008897,        19.9443474641)
(  40,              1007973,        19.9430255640)
(  41,              1007095,        19.9417683496)
(  42,              1006144,        19.9404053687)
(  43,              1005192,        19.9390396638)
(  44,              1004232,        19.9376611719)
(  45,              1003295,        19.9363144350)
(  46,              1002304,        19.9348887154)
(  47,              1001350,        19.9335148942)
(  48,              1000467,        19.9322421506)
(  49,               999550,        19.9309192104)
(  50,               998633,        19.9295950560)
(  51,               997710,        19.9282610091)
(  52,               996754,        19.9268779642)
(  53,               995883,        19.9256167336)
(  54,               994944,        19.9242558009)
(  55,               994063,        19.9229777617)
(  56,               993146,        19.9216462949)
(  57,               992275,        19.9203804803)
(  58,               991388,        19.9190902706)
(  59,               990482,        19.9177712317)
(  60,               989620,        19.9165151316)
(  61,               988690,        19.9151587148)
(  62,               987770,        19.9138156271)
(  63,               986884,        19.9125209923)
(  64,               985999,        19.9112266579)
(  65,               985131,        19.9099560574)
(  66,               984202,        19.9085949226)
(  67,               983347,        19.9073410740)
(  68,               982399,        19.9059495666)
(  69,               981507,        19.9046390313)
(  70,               980605,        19.9033125922)
(  71,               979734,        19.9020305819)
(  72,               978829,        19.9006973196)
(  73,               977897,        19.8993229913)
(  74,               977014,        19.8980197097)
(  75,               976102,        19.8966723878)
(  76,               975214,        19.8953593116)
(  77,               974292,        19.8939946942)
(  78,               973413,        19.8926925165)
(  79,               972552,        19.8914158640)
(  80,               971690,        19.8901365961)
(  81,               970831,        19.8888606509)
(  82,               969968,        19.8875776269)
(  83,               969056,        19.8862205132)
(  84,               968201,        19.8849470587)
(  85,               967307,        19.8836143136)
(  86,               966453,        19.8823400482)
(  87,               965567,        19.8810168447)
(  88,               964698,        19.8797178499)
(  89,               963869,        19.8784775567)
(  90,               963027,        19.8772167213)
(  91,               962160,        19.8759172978)
(  92,               961316,        19.8746512204)
(  93,               960470,        19.8733810269)
(  94,               959648,        19.8721457951)
(  95,               958812,        19.8708884396)
(  96,               957978,        19.8696329992)
(  97,               957121,        19.8683417973)
(  98,               956269,        19.8670569822)
(  99,               955440,        19.8658057517)
( 100,               954626,        19.8645761043)
( 101,               953769,        19.8632803665)
( 102,               952999,        19.8621151747)
( 103,               952203,        19.8609096487)
( 104,               951369,        19.8596454908)
( 105,               950535,        19.8583802243)
( 106,               949719,        19.8571411907)
( 107,               948868,        19.8558478778)
( 108,               948052,        19.8546066666)
( 109,               947234,        19.8533613404)
( 110,               946421,        19.8521225602)
( 111,               945575,        19.8508323671)
( 112,               944724,        19.8495333837)
( 113,               943909,        19.8482882540)
( 114,               943049,        19.8469732085)
( 115,               942240,        19.8457350531)
( 116,               941398,        19.8444452625)
( 117,               940554,        19.8431512500)
( 118,               939738,        19.8418990623)
( 119,               938895,        19.8406042996)
( 120,               938071,        19.8393375949)
( 121,               937273,        19.8381097981)
( 122,               936440,        19.8368270349)
( 123,               935674,        19.8356464396)
( 124,               934868,        19.8344031505)
( 125,               934076,        19.8331804123)
( 126,               933276,        19.8319442704)
( 127,               932404,        19.8305956681)
( 128,               931612,        19.8293696973)
( 129,               930794,        19.8281023854)
( 130,               929951,        19.8267951757)
( 131,               929235,        19.8256839693)
( 132,               928471,        19.8244973240)
( 133,               927683,        19.8232723784)
