==================================================================
 n = 32
 t = 16
 s = 8
==================================================================
offset           #collisions     log2(#collisions)
(   0,                    0,                 -inf)
(   1,                    0,                 -inf)
(   2,                    2,         1.0000000000)
(   3,                    1,         0.0000000000)
(   4,                    4,         2.0000000000)
(   5,                    0,                 -inf)
(   6,                    0,                 -inf)
(   7,                    0,                 -inf)
(   8,                    1,         0.0000000000)
(   9,                    0,                 -inf)
(  10,                    0,                 -inf)
(  11,                    0,                 -inf)
(  12,                    0,                 -inf)
(  13,                    0,                 -inf)
(  14,                    0,                 -inf)
(  15,                    0,                 -inf)
(  16,                    2,         1.0000000000)
(  17,                    2,         1.0000000000)
(  18,                    0,                 -inf)
(  19,                    0,                 -inf)
(  20,                    0,                 -inf)
(  21,                    0,                 -inf)
(  22,                    0,                 -inf)
(  23,                    1,         0.0000000000)
(  24,                    0,                 -inf)
(  25,                    0,                 -inf)
(  26,                    0,                 -inf)
(  27,                    1,         0.0000000000)
(  28,                    0,                 -inf)
(  29,                    1,         0.0000000000)
(  30,                    0,                 -inf)
(  31,                    0,                 -inf)
(  32,                    1,         0.0000000000)
(  33,                    0,                 -inf)
(  34,                    0,                 -inf)
(  35,                    2,         1.0000000000)
(  36,                    0,                 -inf)
(  37,                    0,                 -inf)
(  38,                    1,         0.0000000000)
(  39,                    0,                 -inf)
(  40,                    0,                 -inf)
(  41,                    0,                 -inf)
(  42,                    0,                 -inf)
(  43,                    0,                 -inf)
(  44,                    0,                 -inf)
(  45,                    1,         0.0000000000)
(  46,                    0,                 -inf)
(  47,                    1,         0.0000000000)
(  48,                    1,         0.0000000000)
(  49,                    1,         0.0000000000)
(  50,                    1,         0.0000000000)
(  51,                    0,                 -inf)
(  52,                    2,         1.0000000000)
(  53,                    1,         0.0000000000)
(  54,                    2,         1.0000000000)
(  55,                    1,         0.0000000000)
(  56,                    0,                 -inf)
(  57,                    0,                 -inf)
(  58,                    0,                 -inf)
(  59,                    0,                 -inf)
(  60,                    1,         0.0000000000)
(  61,                    1,         0.0000000000)
(  62,                    1,         0.0000000000)
(  63,                    1,         0.0000000000)
(  64,                    0,                 -inf)
