==================================================================
 n = 29
 t = 15
 s = 8
==================================================================
offset           #collisions     log2(#collisions)
(   0,                    1,         0.0000000000)
(   1,                    1,         0.0000000000)
(   2,                    0,                 -inf)
(   3,                    0,                 -inf)
(   4,                    0,                 -inf)
(   5,                    0,                 -inf)
(   6,                    1,         0.0000000000)
(   7,                    0,                 -inf)
(   8,                    2,         1.0000000000)
(   9,                    1,         0.0000000000)
(  10,                    0,                 -inf)
(  11,                    1,         0.0000000000)
(  12,                    1,         0.0000000000)
(  13,                    0,                 -inf)
(  14,                    1,         0.0000000000)
(  15,                    2,         1.0000000000)
(  16,                    1,         0.0000000000)
(  17,                    1,         0.0000000000)
(  18,                    3,         1.5849625007)
(  19,                    1,         0.0000000000)
(  20,                    2,         1.0000000000)
(  21,                    1,         0.0000000000)
(  22,                    1,         0.0000000000)
(  23,                    1,         0.0000000000)
(  24,                    1,         0.0000000000)
(  25,                    2,         1.0000000000)
(  26,                    0,                 -inf)
(  27,                    1,         0.0000000000)
(  28,                    1,         0.0000000000)
(  29,                    2,         1.0000000000)
(  30,                    2,         1.0000000000)
(  31,                    1,         0.0000000000)
(  32,                    0,                 -inf)
(  33,                    0,                 -inf)
(  34,                    1,         0.0000000000)
(  35,                    1,         0.0000000000)
(  36,                    1,         0.0000000000)
(  37,                    2,         1.0000000000)
(  38,                    1,         0.0000000000)
(  39,                    0,                 -inf)
(  40,                    4,         2.0000000000)
(  41,                    0,                 -inf)
(  42,                    1,         0.0000000000)
(  43,                    1,         0.0000000000)
(  44,                    0,                 -inf)
(  45,                    1,         0.0000000000)
(  46,                    1,         0.0000000000)
(  47,                    0,                 -inf)
(  48,                    1,         0.0000000000)
(  49,                    0,                 -inf)
(  50,                    1,         0.0000000000)
(  51,                    1,         0.0000000000)
(  52,                    1,         0.0000000000)
(  53,                    0,                 -inf)
(  54,                    2,         1.0000000000)
(  55,                    1,         0.0000000000)
(  56,                    1,         0.0000000000)
(  57,                    0,                 -inf)
(  58,                    0,                 -inf)
(  59,                    0,                 -inf)
(  60,                    3,         1.5849625007)
