==================================================================
 n = 31
 t = 16
 s = 8
==================================================================
offset           #collisions     log2(#collisions)
(   0,                    1,         0.0000000000)
(   1,                    0,                 -inf)
(   2,                    0,                 -inf)
(   3,                    2,         1.0000000000)
(   4,                    1,         0.0000000000)
(   5,                    2,         1.0000000000)
(   6,                    0,                 -inf)
(   7,                    0,                 -inf)
(   8,                    3,         1.5849625007)
(   9,                    1,         0.0000000000)
(  10,                    2,         1.0000000000)
(  11,                    1,         0.0000000000)
(  12,                    1,         0.0000000000)
(  13,                    0,                 -inf)
(  14,                    2,         1.0000000000)
(  15,                    1,         0.0000000000)
(  16,                    1,         0.0000000000)
(  17,                    2,         1.0000000000)
(  18,                    0,                 -inf)
(  19,                    0,                 -inf)
(  20,                    2,         1.0000000000)
(  21,                    0,                 -inf)
(  22,                    1,         0.0000000000)
(  23,                    1,         0.0000000000)
(  24,                    0,                 -inf)
(  25,                    0,                 -inf)
(  26,                    1,         0.0000000000)
(  27,                    0,                 -inf)
(  28,                    0,                 -inf)
(  29,                    1,         0.0000000000)
(  30,                    1,         0.0000000000)
(  31,                    2,         1.0000000000)
(  32,                    2,         1.0000000000)
(  33,                    1,         0.0000000000)
(  34,                    0,                 -inf)
(  35,                    1,         0.0000000000)
(  36,                    1,         0.0000000000)
(  37,                    2,         1.0000000000)
(  38,                    1,         0.0000000000)
(  39,                    4,         2.0000000000)
(  40,                    0,                 -inf)
(  41,                    0,                 -inf)
(  42,                    1,         0.0000000000)
(  43,                    1,         0.0000000000)
(  44,                    1,         0.0000000000)
(  45,                    1,         0.0000000000)
(  46,                    0,                 -inf)
(  47,                    2,         1.0000000000)
(  48,                    2,         1.0000000000)
(  49,                    1,         0.0000000000)
(  50,                    1,         0.0000000000)
(  51,                    0,                 -inf)
(  52,                    3,         1.5849625007)
(  53,                    0,                 -inf)
(  54,                    3,         1.5849625007)
(  55,                    1,         0.0000000000)
(  56,                    1,         0.0000000000)
(  57,                    1,         0.0000000000)
(  58,                    0,                 -inf)
(  59,                    1,         0.0000000000)
(  60,                    1,         0.0000000000)
(  61,                    1,         0.0000000000)
(  62,                    1,         0.0000000000)
(  63,                    1,         0.0000000000)
(  64,                    1,         0.0000000000)
(  65,                    1,         0.0000000000)
(  66,                    0,                 -inf)
(  67,                    1,         0.0000000000)
(  68,                    1,         0.0000000000)
(  69,                    1,         0.0000000000)
(  70,                    0,                 -inf)
(  71,                    1,         0.0000000000)
(  72,                    2,         1.0000000000)
(  73,                    1,         0.0000000000)
(  74,                    3,         1.5849625007)
(  75,                    1,         0.0000000000)
(  76,                    2,         1.0000000000)
(  77,                    1,         0.0000000000)
(  78,                    0,                 -inf)
(  79,                    0,                 -inf)
(  80,                    1,         0.0000000000)
(  81,                    0,                 -inf)
(  82,                    1,         0.0000000000)
(  83,                    1,         0.0000000000)
(  84,                    1,         0.0000000000)
(  85,                    1,         0.0000000000)
(  86,                    0,                 -inf)
(  87,                    0,                 -inf)
(  88,                    1,         0.0000000000)
(  89,                    0,                 -inf)
(  90,                    2,         1.0000000000)
(  91,                    1,         0.0000000000)
(  92,                    1,         0.0000000000)
(  93,                    0,                 -inf)
(  94,                    1,         0.0000000000)
(  95,                    1,         0.0000000000)
(  96,                    1,         0.0000000000)
(  97,                    0,                 -inf)
(  98,                    1,         0.0000000000)
(  99,                    2,         1.0000000000)
( 100,                    1,         0.0000000000)
( 101,                    0,                 -inf)
( 102,                    1,         0.0000000000)
( 103,                    0,                 -inf)
( 104,                    1,         0.0000000000)
( 105,                    2,         1.0000000000)
( 106,                    1,         0.0000000000)
( 107,                    0,                 -inf)
( 108,                    2,         1.0000000000)
( 109,                    1,         0.0000000000)
( 110,                    1,         0.0000000000)
( 111,                    2,         1.0000000000)
( 112,                    1,         0.0000000000)
( 113,                    0,                 -inf)
( 114,                    0,                 -inf)
( 115,                    1,         0.0000000000)
( 116,                    3,         1.5849625007)
( 117,                    1,         0.0000000000)
( 118,                    1,         0.0000000000)
( 119,                    4,         2.0000000000)
( 120,                    0,                 -inf)
( 121,                    1,         0.0000000000)
( 122,                    1,         0.0000000000)
( 123,                    0,                 -inf)
( 124,                    1,         0.0000000000)
( 125,                    3,         1.5849625007)
( 126,                    0,                 -inf)
