==================================================================
 n = 22
 t = 11
 s = 6
==================================================================
offset               #images         log2(#images)
(   0,                 2048,        11.0000000000)
(   1,                 2048,        11.0000000000)
(   2,                 2047,        10.9992953870)
(   3,                 2047,        10.9992953870)
(   4,                 2046,        10.9985904297)
(   5,                 2045,        10.9978851278)
(   6,                 2045,        10.9978851278)
(   7,                 2044,        10.9971794809)
(   8,                 2044,        10.9971794809)
(   9,                 2042,        10.9957671509)
(  10,                 2042,        10.9957671509)
(  11,                 2040,        10.9943534369)
(  12,                 2038,        10.9929383362)
(  13,                 2038,        10.9929383362)
(  14,                 2037,        10.9922302650)
(  15,                 2036,        10.9915218461)
(  16,                 2035,        10.9908130792)
(  17,                 2035,        10.9908130792)
(  18,                 2035,        10.9908130792)
(  19,                 2035,        10.9908130792)
(  20,                 2034,        10.9901039639)
(  21,                 2034,        10.9901039639)
(  22,                 2034,        10.9901039639)
(  23,                 2032,        10.9886846868)
(  24,                 2032,        10.9886846868)
(  25,                 2032,        10.9886846868)
(  26,                 2032,        10.9886846868)
(  27,                 2032,        10.9886846868)
(  28,                 2031,        10.9879745243)
(  29,                 2031,        10.9879745243)
(  30,                 2029,        10.9865531498)
(  31,                 2029,        10.9865531498)
(  32,                 2029,        10.9865531498)
(  33,                 2027,        10.9851303735)
(  34,                 2027,        10.9851303735)
(  35,                 2026,        10.9844184588)
(  36,                 2024,        10.9829935747)
(  37,                 2024,        10.9829935747)
(  38,                 2024,        10.9829935747)
(  39,                 2024,        10.9829935747)
(  40,                 2022,        10.9815672819)
(  41,                 2020,        10.9801395776)
(  42,                 2020,        10.9801395776)
(  43,                 2020,        10.9801395776)
(  44,                 2019,        10.9794251953)
(  45,                 2018,        10.9787104591)
(  46,                 2018,        10.9787104591)
(  47,                 2017,        10.9779953686)
(  48,                 2017,        10.9779953686)
(  49,                 2017,        10.9779953686)
(  50,                 2016,        10.9772799235)
(  51,                 2016,        10.9772799235)
(  52,                 2016,        10.9772799235)
(  53,                 2015,        10.9765641234)
(  54,                 2015,        10.9765641234)
(  55,                 2013,        10.9751314569)
(  56,                 2012,        10.9744145898)
(  57,                 2012,        10.9744145898)
(  58,                 2011,        10.9736973663)
(  59,                 2011,        10.9736973663)
(  60,                 2011,        10.9736973663)
(  61,                 2010,        10.9729797861)
(  62,                 2010,        10.9729797861)
(  63,                 2009,        10.9722618487)
==================================================================
# Function call (real) = 131827
# Function call (if without collision) = 131072

Takes time: 0.0001760333 mins.

