==================================================================
 n = 30
 t = 15
 s = 8
==================================================================
offset           #collisions     log2(#collisions)
(   0,                    0,                 -inf)
(   1,                    1,         0.0000000000)
(   2,                    0,                 -inf)
(   3,                    0,                 -inf)
(   4,                    1,         0.0000000000)
(   5,                    0,                 -inf)
(   6,                    0,                 -inf)
(   7,                    0,                 -inf)
(   8,                    0,                 -inf)
(   9,                    1,         0.0000000000)
(  10,                    0,                 -inf)
(  11,                    1,         0.0000000000)
(  12,                    0,                 -inf)
(  13,                    0,                 -inf)
(  14,                    0,                 -inf)
(  15,                    0,                 -inf)
(  16,                    1,         0.0000000000)
(  17,                    0,                 -inf)
(  18,                    0,                 -inf)
(  19,                    1,         0.0000000000)
(  20,                    0,                 -inf)
(  21,                    0,                 -inf)
(  22,                    2,         1.0000000000)
(  23,                    0,                 -inf)
(  24,                    0,                 -inf)
(  25,                    0,                 -inf)
(  26,                    0,                 -inf)
(  27,                    0,                 -inf)
(  28,                    1,         0.0000000000)
(  29,                    1,         0.0000000000)
(  30,                    0,                 -inf)
(  31,                    2,         1.0000000000)
(  32,                    1,         0.0000000000)
(  33,                    0,                 -inf)
(  34,                    0,                 -inf)
(  35,                    1,         0.0000000000)
(  36,                    0,                 -inf)
(  37,                    2,         1.0000000000)
(  38,                    0,                 -inf)
(  39,                    1,         0.0000000000)
(  40,                    0,                 -inf)
(  41,                    0,                 -inf)
(  42,                    0,                 -inf)
(  43,                    0,                 -inf)
(  44,                    1,         0.0000000000)
(  45,                    0,                 -inf)
(  46,                    2,         1.0000000000)
(  47,                    1,         0.0000000000)
(  48,                    0,                 -inf)
(  49,                    0,                 -inf)
(  50,                    1,         0.0000000000)
(  51,                    1,         0.0000000000)
(  52,                    2,         1.0000000000)
(  53,                    0,                 -inf)
(  54,                    0,                 -inf)
(  55,                    0,                 -inf)
(  56,                    0,                 -inf)
(  57,                    1,         0.0000000000)
(  58,                    0,                 -inf)
(  59,                    0,                 -inf)
(  60,                    0,                 -inf)
(  61,                    0,                 -inf)
(  62,                    0,                 -inf)
(  63,                    0,                 -inf)
(  64,                    0,                 -inf)
(  65,                    0,                 -inf)
(  66,                    0,                 -inf)
(  67,                    2,         1.0000000000)
(  68,                    2,         1.0000000000)
(  69,                    1,         0.0000000000)
(  70,                    1,         0.0000000000)
(  71,                    1,         0.0000000000)
(  72,                    2,         1.0000000000)
(  73,                    0,                 -inf)
(  74,                    0,                 -inf)
(  75,                    0,                 -inf)
(  76,                    1,         0.0000000000)
(  77,                    1,         0.0000000000)
(  78,                    1,         0.0000000000)
(  79,                    0,                 -inf)
(  80,                    0,                 -inf)
(  81,                    1,         0.0000000000)
(  82,                    1,         0.0000000000)
(  83,                    1,         0.0000000000)
(  84,                    1,         0.0000000000)
(  85,                    0,                 -inf)
(  86,                    1,         0.0000000000)
(  87,                    0,                 -inf)
(  88,                    1,         0.0000000000)
(  89,                    1,         0.0000000000)
(  90,                    0,                 -inf)
(  91,                    2,         1.0000000000)
(  92,                    1,         0.0000000000)
(  93,                    0,                 -inf)
(  94,                    0,                 -inf)
(  95,                    0,                 -inf)
(  96,                    0,                 -inf)
(  97,                    0,                 -inf)
(  98,                    0,                 -inf)
(  99,                    1,         0.0000000000)
( 100,                    1,         0.0000000000)
( 101,                    1,         0.0000000000)
( 102,                    0,                 -inf)
( 103,                    2,         1.0000000000)
( 104,                    0,                 -inf)
( 105,                    1,         0.0000000000)
( 106,                    3,         1.5849625007)
( 107,                    2,         1.0000000000)
( 108,                    1,         0.0000000000)
