==================================================================
 n = 21
 t = 11
 s = 6
==================================================================
offset           #collisions     log2(#collisions)
(   0,                    1,         0.0000000000)
(   1,                    0,                 -inf)
(   2,                    1,         0.0000000000)
(   3,                    0,                 -inf)
(   4,                    2,         1.0000000000)
(   5,                    3,         1.5849625007)
(   6,                    1,         0.0000000000)
(   7,                    1,         0.0000000000)
(   8,                    0,                 -inf)
(   9,                    0,                 -inf)
(  10,                    1,         0.0000000000)
(  11,                    0,                 -inf)
(  12,                    0,                 -inf)
(  13,                    0,                 -inf)
(  14,                    0,                 -inf)
(  15,                    0,                 -inf)
(  16,                    1,         0.0000000000)
(  17,                    0,                 -inf)
(  18,                    0,                 -inf)
(  19,                    3,         1.5849625007)
(  20,                    0,                 -inf)
(  21,                    2,         1.0000000000)
(  22,                    1,         0.0000000000)
(  23,                    0,                 -inf)
(  24,                    2,         1.0000000000)
(  25,                    1,         0.0000000000)
(  26,                    1,         0.0000000000)
(  27,                    2,         1.0000000000)
(  28,                    2,         1.0000000000)
(  29,                    4,         2.0000000000)
(  30,                    0,                 -inf)
(  31,                    1,         0.0000000000)
(  32,                    2,         1.0000000000)
(  33,                    0,                 -inf)
(  34,                    0,                 -inf)
(  35,                    0,                 -inf)
(  36,                    0,                 -inf)
(  37,                    0,                 -inf)
(  38,                    3,         1.5849625007)
(  39,                    1,         0.0000000000)
(  40,                    3,         1.5849625007)
(  41,                    0,                 -inf)
(  42,                    0,                 -inf)
(  43,                    1,         0.0000000000)
(  44,                    0,                 -inf)
(  45,                    0,                 -inf)
(  46,                    1,         0.0000000000)
(  47,                    0,                 -inf)
(  48,                    2,         1.0000000000)
(  49,                    0,                 -inf)
(  50,                    2,         1.0000000000)
(  51,                    0,                 -inf)
(  52,                    2,         1.0000000000)
(  53,                    0,                 -inf)
(  54,                    1,         0.0000000000)
(  55,                    2,         1.0000000000)
(  56,                    2,         1.0000000000)
(  57,                    1,         0.0000000000)
(  58,                    0,                 -inf)
(  59,                    2,         1.0000000000)
(  60,                    0,                 -inf)
(  61,                    1,         0.0000000000)
(  62,                    1,         0.0000000000)
(  63,                    2,         1.0000000000)
==================================================================
# Function call (real) = 131311
# Function call (if without collision) = 131072

Takes time: 0.0001774667 mins.

